relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex
70548;1786898834261;1509;BatteryChange / Akku-Livestand;11;22;0,1,5,6,10;00-00-FF-FF-4B-C5-44-00-00-00-00
70761;1786898834474;150A;MotorUpdate / Motor-Livestand;10;22;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF
70963;1786898834676;150B;Motor-/Controllerblock;20;22;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
71177;1786898834890;150D;Fahrstatistik Max/Ø;20;22;1;00-6F-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
72224;1786898835937;1502;Akkuinformationen;16;23;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
72638;1786898836351;1505;BikePerformance / Fahrleistung;18;23;0,1,2,3,7;00-00-00-00-FF-FF-00-70-FF-FF-FF-FF-FF-00-00-00-00-00
72839;1786898836552;1506;Trip / Kilometer & Betriebszähler;16;23;7;00-00-1B-AB-00-02-25-C7-00-00-02-C4-00-00-00-00
73256;1786898836969;1508;Settings / Licht & Fahrstufe;17;23;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
73471;1786898837184;1509;BatteryChange / Akku-Livestand;11;23;–;00-00-FF-FF-4B-C5-44-00-00-00-00
73686;1786898837399;150A;MotorUpdate / Motor-Livestand;10;23;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
73886;1786898837599;150B;Motor-/Controllerblock;20;23;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
74101;1786898837814;150D;Fahrstatistik Max/Ø;20;23;1;00-74-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
75136;1786898838849;1502;Akkuinformationen;16;24;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
75765;1786898839478;1506;Trip / Kilometer & Betriebszähler;16;24;7;00-00-1B-AB-00-02-25-C9-00-00-02-C4-00-00-00-00
76180;1786898839893;1508;Settings / Licht & Fahrstufe;17;24;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
76397;1786898840110;1509;BatteryChange / Akku-Livestand;11;24;0,1,5,6,10;03-E8-FF-FF-4B-C4-E0-00-00-00-32
76599;1786898840312;150A;MotorUpdate / Motor-Livestand;10;24;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF
76813;1786898840526;150B;Motor-/Controllerblock;20;24;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
77013;1786898840726;150D;Fahrstatistik Max/Ø;20;24;1;00-B5-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
78062;1786898841775;1502;Akkuinformationen;16;25;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
78475;1786898842188;1505;BikePerformance / Fahrleistung;18;24;7;00-00-00-00-FF-FF-00-A3-FF-FF-FF-FF-FF-00-00-00-00-00
78694;1786898842407;1506;Trip / Kilometer & Betriebszähler;16;25;7;00-00-1B-AB-00-02-25-CC-00-00-02-C4-00-00-00-00
79106;1786898842819;1508;Settings / Licht & Fahrstufe;17;25;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
79310;1786898843023;1509;BatteryChange / Akku-Livestand;11;25;5,6;03-E8-FF-FF-4B-C3-B4-00-00-00-32
79523;1786898843236;150A;MotorUpdate / Motor-Livestand;10;25;–;03-E8-FF-FF-FF-FF-FF-FF-FF-FF
79727;1786898843440;150B;Motor-/Controllerblock;20;25;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
79941;1786898843654;150D;Fahrstatistik Max/Ø;20;25;–;00-B5-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
80988;1786898844701;1502;Akkuinformationen;16;26;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
81413;1786898845126;1505;BikePerformance / Fahrleistung;18;25;7;00-00-00-00-FF-FF-00-97-FF-FF-FF-FF-FF-00-00-00-00-00
81607;1786898845320;1506;Trip / Kilometer & Betriebszähler;16;26;7;00-00-1B-AB-00-02-25-CF-00-00-02-C4-00-00-00-00
82020;1786898845733;1508;Settings / Licht & Fahrstufe;17;26;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
82232;1786898845945;1509;BatteryChange / Akku-Livestand;11;26;0,1,5,6,10;00-00-FF-FF-4B-C4-E0-00-00-00-00
82438;1786898846151;150A;MotorUpdate / Motor-Livestand;10;26;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF
82652;1786898846365;150B;Motor-/Controllerblock;20;26;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
82866;1786898846579;150D;Fahrstatistik Max/Ø;20;26;–;00-B5-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
83900;1786898847613;1502;Akkuinformationen;16;27;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
84318;1786898848031;1505;BikePerformance / Fahrleistung;18;26;7;00-00-00-00-FF-FF-00-60-FF-FF-FF-FF-FF-00-00-00-00-00
84530;1786898848243;1506;Trip / Kilometer & Betriebszähler;16;27;7;00-00-1B-AB-00-02-25-D2-00-00-02-C4-00-00-00-00
84946;1786898848659;1508;Settings / Licht & Fahrstufe;17;27;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
85148;1786898848861;1509;BatteryChange / Akku-Livestand;11;27;5,6;00-00-FF-FF-4B-C5-44-00-00-00-00
85363;1786898849076;150A;MotorUpdate / Motor-Livestand;10;27;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
85576;1786898849289;150B;Motor-/Controllerblock;20;27;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
85788;1786898849501;150D;Fahrstatistik Max/Ø;20;27;–;00-B5-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
86826;1786898850539;1502;Akkuinformationen;16;28;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
87240;1786898850953;1505;BikePerformance / Fahrleistung;18;27;7;00-00-00-00-FF-FF-00-2B-FF-FF-FF-FF-FF-00-00-00-00-00
87457;1786898851170;1506;Trip / Kilometer & Betriebszähler;16;28;7;00-00-1B-AB-00-02-25-D5-00-00-02-C4-00-00-00-00
87871;1786898851584;1508;Settings / Licht & Fahrstufe;17;28;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
88072;1786898851785;1509;BatteryChange / Akku-Livestand;11;28;–;00-00-FF-FF-4B-C5-44-00-00-00-00
88288;1786898852001;150A;MotorUpdate / Motor-Livestand;10;28;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
88491;1786898852204;150B;Motor-/Controllerblock;20;28;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
88703;1786898852416;150D;Fahrstatistik Max/Ø;20;28;–;00-B5-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
89753;1786898853466;1502;Akkuinformationen;16;29;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
90165;1786898853878;1505;BikePerformance / Fahrleistung;18;28;7;00-00-00-00-FF-FF-00-07-FF-FF-FF-FF-FF-00-00-00-00-00
90370;1786898854083;1506;Trip / Kilometer & Betriebszähler;16;29;7;00-00-1B-AB-00-02-25-D8-00-00-02-C4-00-00-00-00
90784;1786898854497;1508;Settings / Licht & Fahrstufe;17;29;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
91010;1786898854723;1509;BatteryChange / Akku-Livestand;11;29;–;00-00-FF-FF-4B-C5-44-00-00-00-00
91202;1786898854915;150A;MotorUpdate / Motor-Livestand;10;29;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
91416;1786898855129;150B;Motor-/Controllerblock;20;29;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
91616;1786898855329;150D;Fahrstatistik Max/Ø;20;29;–;00-B5-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
92666;1786898856379;1502;Akkuinformationen;16;30;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
93081;1786898856794;1505;BikePerformance / Fahrleistung;18;29;0,1,2,3,7;29-22-29-22-FF-FF-00-49-FF-FF-FF-FF-FF-00-00-00-00-00
93294;1786898857007;1506;Trip / Kilometer & Betriebszähler;16;30;7;00-00-1B-AB-00-02-25-DB-00-00-02-C4-00-00-00-00
93713;1786898857426;1508;Settings / Licht & Fahrstufe;17;30;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
93911;1786898857624;1509;BatteryChange / Akku-Livestand;11;30;0,1,5,6,9,10;42-68-FF-FF-4B-BF-CC-00-00-03-42
94126;1786898857839;150A;MotorUpdate / Motor-Livestand;10;30;0,1;2A-F8-FF-FF-FF-FF-FF-FF-FF-FF
94342;1786898858055;150B;Motor-/Controllerblock;20;30;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
94548;1786898858261;150D;Fahrstatistik Max/Ø;20;30;–;00-B5-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
95593;1786898859306;1502;Akkuinformationen;16;31;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
96211;1786898859924;1506;Trip / Kilometer & Betriebszähler;16;31;7;00-00-1B-AB-00-02-25-DE-00-00-02-C4-00-00-00-00
96627;1786898860340;1508;Settings / Licht & Fahrstufe;17;31;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
96840;1786898860553;1509;BatteryChange / Akku-Livestand;11;31;0,1,9,10;1F-40-FF-FF-4B-BF-CC-00-00-01-88
97056;1786898860769;150A;MotorUpdate / Motor-Livestand;10;31;0,1;1F-40-FF-FF-FF-FF-FF-FF-FF-FF
97256;1786898860969;150B;Motor-/Controllerblock;20;31;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
97468;1786898861181;150D;Fahrstatistik Max/Ø;20;31;1;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
98503;1786898862216;1502;Akkuinformationen;16;32;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
98930;1786898862643;1505;BikePerformance / Fahrleistung;18;30;0,1,2,3,7;07-BC-07-BC-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
99134;1786898862847;1506;Trip / Kilometer & Betriebszähler;16;32;7;00-00-1B-AB-00-02-25-E1-00-00-02-C4-00-00-00-00
99552;1786898863265;1508;Settings / Licht & Fahrstufe;17;32;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
99762;1786898863475;1509;BatteryChange / Akku-Livestand;11;32;0,1,5,6,9,10;0F-A0-FF-FF-4B-C1-C0-00-00-00-C6
99967;1786898863680;150A;MotorUpdate / Motor-Livestand;10;32;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
100180;1786898863893;150B;Motor-/Controllerblock;20;32;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
100381;1786898864094;150D;Fahrstatistik Max/Ø;20;32;–;00-DA-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
101430;1786898865143;1502;Akkuinformationen;16;33;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
101845;1786898865558;1505;BikePerformance / Fahrleistung;18;31;1,3;07-C6-07-C6-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
102059;1786898865772;1506;Trip / Kilometer & Betriebszähler;16;33;3,7;00-00-1B-AC-00-02-25-E4-00-00-02-C4-00-00-00-00
102476;1786898866189;1508;Settings / Licht & Fahrstufe;17;33;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
102678;1786898866391;1509;BatteryChange / Akku-Livestand;11;33;0,1,5,6,10;03-E8-FF-FF-4B-C3-B4-00-00-00-94
102892;1786898866605;150A;MotorUpdate / Motor-Livestand;10;33;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF
103094;1786898866807;150B;Motor-/Controllerblock;20;33;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
103308;1786898867021;150D;Fahrstatistik Max/Ø;20;33;3;00-DA-00-46-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
104355;1786898868068;1502;Akkuinformationen;16;34;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
104770;1786898868483;1505;BikePerformance / Fahrleistung;18;32;0,1,2,3,7;00-00-00-00-FF-FF-00-A2-FF-FF-FF-FF-FF-00-00-00-00-00
104970;1786898868683;1506;Trip / Kilometer & Betriebszähler;16;34;7;00-00-1B-AC-00-02-25-E7-00-00-02-C4-00-00-00-00
105390;1786898869103;1508;Settings / Licht & Fahrstufe;17;34;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
105603;1786898869316;1509;BatteryChange / Akku-Livestand;11;34;0,1,5,6,10;00-00-FF-FF-4B-C4-7C-00-00-00-00
105806;1786898869519;150A;MotorUpdate / Motor-Livestand;10;34;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
106019;1786898869732;150B;Motor-/Controllerblock;20;34;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
106233;1786898869946;150D;Fahrstatistik Max/Ø;20;34;–;00-DA-00-46-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
107269;1786898870982;1502;Akkuinformationen;16;35;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
107685;1786898871398;1505;BikePerformance / Fahrleistung;18;33;0,1,2,3,7;05-DC-05-DC-FF-FF-00-96-FF-FF-FF-FF-FF-00-00-00-00-00
107898;1786898871611;1506;Trip / Kilometer & Betriebszähler;16;35;7;00-00-1B-AC-00-02-25-EA-00-00-02-C4-00-00-00-00
108314;1786898872027;1508;Settings / Licht & Fahrstufe;17;35;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
108529;1786898872242;1509;BatteryChange / Akku-Livestand;11;35;0,1,10;07-D0-FF-FF-4B-C4-7C-00-00-00-64
108730;1786898872443;150A;MotorUpdate / Motor-Livestand;10;35;0,1;03-E8-FF-FF-FF-FF-FF-FF-FF-FF
108944;1786898872657;150B;Motor-/Controllerblock;20;35;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
109150;1786898872863;150D;Fahrstatistik Max/Ø;20;35;–;00-DA-00-46-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
110195;1786898873908;1502;Akkuinformationen;16;36;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
110611;1786898874324;1505;BikePerformance / Fahrleistung;18;34;0,1,2,3,7;03-DE-03-DE-FF-FF-00-A3-FF-FF-FF-FF-FF-00-00-00-00-00
110823;1786898874536;1506;Trip / Kilometer & Betriebszähler;16;36;7;00-00-1B-AC-00-02-25-ED-00-00-02-C4-00-00-00-00
111239;1786898874952;1508;Settings / Licht & Fahrstufe;17;36;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
111441;1786898875154;1509;BatteryChange / Akku-Livestand;11;36;0,1,5,6,9,10;1F-40-FF-FF-4B-BF-68-00-00-01-88
111657;1786898875370;150A;MotorUpdate / Motor-Livestand;10;36;0,1;2A-F8-FF-FF-FF-FF-FF-FF-FF-FF
111857;1786898875570;150B;Motor-/Controllerblock;20;36;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
112071;1786898875784;150D;Fahrstatistik Max/Ø;20;36;–;00-DA-00-46-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
113118;1786898876831;1502;Akkuinformationen;16;37;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
113532;1786898877245;1505;BikePerformance / Fahrleistung;18;35;0,1,2,3,7;0B-86-0B-86-FF-FF-00-C7-FF-FF-FF-FF-FF-00-00-00-00-00
113739;1786898877452;1506;Trip / Kilometer & Betriebszähler;16;37;7;00-00-1B-AC-00-02-25-F0-00-00-02-C4-00-00-00-00
114155;1786898877868;1508;Settings / Licht & Fahrstufe;17;37;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
114368;1786898878081;1509;BatteryChange / Akku-Livestand;11;37;0,1,5,6,9,10;13-88-FF-FF-4B-C1-5C-00-00-00-F7
114571;1786898878284;150A;MotorUpdate / Motor-Livestand;10;37;0,1;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF
114785;1786898878498;150B;Motor-/Controllerblock;20;37;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
114996;1786898878709;150D;Fahrstatistik Max/Ø;20;37;–;00-DA-00-46-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
116032;1786898879745;1502;Akkuinformationen;16;38;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
116447;1786898880160;1505;BikePerformance / Fahrleistung;18;36;0,1,2,3,7;09-BA-09-BA-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
116663;1786898880376;1506;Trip / Kilometer & Betriebszähler;16;38;7;00-00-1B-AC-00-02-25-F3-00-00-02-C4-00-00-00-00
117080;1786898880793;1508;Settings / Licht & Fahrstufe;17;38;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
117290;1786898881003;1509;BatteryChange / Akku-Livestand;11;38;0,1,5,6,10;00-00-FF-FF-4B-C3-50-00-00-00-00
117494;1786898881207;150A;MotorUpdate / Motor-Livestand;10;38;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF
117709;1786898881422;150B;Motor-/Controllerblock;20;38;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
117909;1786898881622;150D;Fahrstatistik Max/Ø;20;38;–;00-DA-00-46-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
118970;1786898882683;1502;Akkuinformationen;16;39;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
119383;1786898883096;1505;BikePerformance / Fahrleistung;18;37;0,1,2,3,7;00-00-00-00-FF-FF-00-B1-FF-FF-FF-FF-FF-00-00-00-00-00
119588;1786898883301;1506;Trip / Kilometer & Betriebszähler;16;39;3,7;00-00-1B-AD-00-02-25-F6-00-00-02-C4-00-00-00-00
120004;1786898883717;1508;Settings / Licht & Fahrstufe;17;39;3;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
120215;1786898883928;1509;BatteryChange / Akku-Livestand;11;39;0,1,4,5,6,10;13-88-FF-FF-48-C0-30-00-00-00-63
120430;1786898884143;150A;MotorUpdate / Motor-Livestand;10;39;0,1;23-28-FF-FF-FF-FF-FF-FF-FF-FF
120636;1786898884349;150B;Motor-/Controllerblock;20;39;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
120846;1786898884559;150D;Fahrstatistik Max/Ø;20;39;3;00-DA-00-68-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
121882;1786898885595;1502;Akkuinformationen;16;40;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
122297;1786898886010;1505;BikePerformance / Fahrleistung;18;38;0,1,2,3,7;11-3A-11-3A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
122512;1786898886225;1506;Trip / Kilometer & Betriebszähler;16;40;7;00-00-1B-AD-00-02-25-F9-00-00-02-C4-00-00-00-00
122927;1786898886640;1508;Settings / Licht & Fahrstufe;17;40;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
123142;1786898886855;1509;BatteryChange / Akku-Livestand;11;40;0,1,4,5,6,10;0F-A0-FF-FF-46-C2-88-00-00-00-F7
123345;1786898887058;150A;MotorUpdate / Motor-Livestand;10;40;0,1;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF
123560;1786898887273;150B;Motor-/Controllerblock;20;40;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
123759;1786898887472;150D;Fahrstatistik Max/Ø;20;40;–;00-DA-00-68-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
124807;1786898888520;1502;Akkuinformationen;16;41;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
125223;1786898888936;1505;BikePerformance / Fahrleistung;18;39;0,1,2,3;0B-86-0B-86-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
125437;1786898889150;1506;Trip / Kilometer & Betriebszähler;16;41;7;00-00-1B-AD-00-02-25-FB-00-00-02-C4-00-00-00-00
125856;1786898889569;1508;Settings / Licht & Fahrstufe;17;41;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
126057;1786898889770;1509;BatteryChange / Akku-Livestand;11;41;0,1,5,6;13-88-FF-FF-46-C1-5C-00-00-00-F7
126271;1786898889984;150A;MotorUpdate / Motor-Livestand;10;41;0,1;17-70-FF-FF-FF-FF-FF-FF-FF-FF
126475;1786898890188;150B;Motor-/Controllerblock;20;41;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
126686;1786898890399;150D;Fahrstatistik Max/Ø;20;41;–;00-DA-00-68-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
127733;1786898891446;1502;Akkuinformationen;16;42;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
128149;1786898891862;1505;BikePerformance / Fahrleistung;18;40;–;0B-86-0B-86-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
128354;1786898892067;1506;Trip / Kilometer & Betriebszähler;16;42;7;00-00-1B-AD-00-02-25-FE-00-00-02-C4-00-00-00-00
128769;1786898892482;1508;Settings / Licht & Fahrstufe;17;42;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
128984;1786898892697;1509;BatteryChange / Akku-Livestand;11;42;0,1,6,10;0F-A0-FF-FF-46-C1-C0-00-00-00-C6
129184;1786898892897;150A;MotorUpdate / Motor-Livestand;10;42;0,1;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF
129397;1786898893110;150B;Motor-/Controllerblock;20;42;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
129610;1786898893323;150D;Fahrstatistik Max/Ø;20;42;–;00-DA-00-68-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
130645;1786898894358;1502;Akkuinformationen;16;43;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
131064;1786898894777;1505;BikePerformance / Fahrleistung;18;41;0,1,2,3;03-DE-03-DE-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
131277;1786898894990;1506;Trip / Kilometer & Betriebszähler;16;43;6,7;00-00-1B-AD-00-02-26-01-00-00-02-C4-00-00-00-00
131693;1786898895406;1508;Settings / Licht & Fahrstufe;17;43;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
131906;1786898895619;1509;BatteryChange / Akku-Livestand;11;43;0,1,10;0B-B8-FF-FF-46-C1-C0-00-00-00-94
132109;1786898895822;150A;MotorUpdate / Motor-Livestand;10;43;–;0B-B8-FF-FF-FF-FF-FF-FF-FF-FF
132322;1786898896035;150B;Motor-/Controllerblock;20;43;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
132525;1786898896238;150D;Fahrstatistik Max/Ø;20;43;–;00-DA-00-68-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
133573;1786898897286;1502;Akkuinformationen;16;44;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
133986;1786898897699;1505;BikePerformance / Fahrleistung;18;42;0,1,2,3;01-EA-01-EA-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
134203;1786898897916;1506;Trip / Kilometer & Betriebszähler;16;44;7;00-00-1B-AD-00-02-26-04-00-00-02-C4-00-00-00-00
134620;1786898898333;1508;Settings / Licht & Fahrstufe;17;44;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
134818;1786898898531;1509;BatteryChange / Akku-Livestand;11;44;0,1,5,6,10;0F-A0-FF-FF-46-C0-F8-00-00-00-C5
135033;1786898898746;150A;MotorUpdate / Motor-Livestand;10;44;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
135236;1786898898949;150B;Motor-/Controllerblock;20;44;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
135449;1786898899162;150D;Fahrstatistik Max/Ø;20;44;–;00-DA-00-68-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
136910;1786898900623;1505;BikePerformance / Fahrleistung;18;43;0,1,2,3;07-BC-07-BC-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
137115;1786898900828;1506;Trip / Kilometer & Betriebszähler;16;45;3,7;00-00-1B-AE-00-02-26-07-00-00-02-C4-00-00-00-00
137529;1786898901242;1508;Settings / Licht & Fahrstufe;17;45;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
137745;1786898901458;1509;BatteryChange / Akku-Livestand;11;45;6;0F-A0-FF-FF-46-C0-94-00-00-00-C5
137959;1786898901672;150A;MotorUpdate / Motor-Livestand;10;45;–;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
