relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex
204933;1786898968646;1509;BatteryChange / Akku-Livestand;11;68;0,1,5,6,10;13-88-FF-FF-46-C0-F8-00-00-00-F7
205146;1786898968859;150A;MotorUpdate / Motor-Livestand;10;68;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF
205349;1786898969062;150B;Motor-/Controllerblock;20;68;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
205562;1786898969275;150D;Fahrstatistik Max/Ø;20;68;–;00-DA-00-99-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
206609;1786898970322;1502;Akkuinformationen;16;68;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
207027;1786898970740;1505;BikePerformance / Fahrleistung;18;67;0,1,2,3,7;07-A8-07-A8-FF-FF-00-C6-FF-FF-FF-FF-FF-00-00-00-00-00
207228;1786898970941;1506;Trip / Kilometer & Betriebszähler;16;69;7;00-00-1B-B1-00-02-26-4E-00-00-02-C4-00-00-00-00
207644;1786898971357;1508;Settings / Licht & Fahrstufe;17;69;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
207857;1786898971570;1509;BatteryChange / Akku-Livestand;11;69;0,1,5,6,10;0F-A0-FF-FF-46-BF-CC-00-00-00-C4
208063;1786898971776;150A;MotorUpdate / Motor-Livestand;10;69;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF
208276;1786898971989;150B;Motor-/Controllerblock;20;69;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
208488;1786898972201;150D;Fahrstatistik Max/Ø;20;69;3;00-DA-00-9E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
209524;1786898973237;1502;Akkuinformationen;16;69;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
210154;1786898973867;1506;Trip / Kilometer & Betriebszähler;16;70;3,7,11;00-00-1B-B2-00-02-26-51-00-00-02-C5-00-00-00-00
210571;1786898974284;1508;Settings / Licht & Fahrstufe;17;70;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
210773;1786898974486;1509;BatteryChange / Akku-Livestand;11;70;0,1,5,6,10;0B-B8-FF-FF-46-C1-C0-00-00-00-94
210986;1786898974699;150A;MotorUpdate / Motor-Livestand;10;70;–;13-88-FF-FF-FF-FF-FF-FF-FF-FF
211199;1786898974912;150B;Motor-/Controllerblock;20;70;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
211402;1786898975115;150D;Fahrstatistik Max/Ø;20;70;–;00-DA-00-9E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
212450;1786898976163;1502;Akkuinformationen;16;70;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
212864;1786898976577;1505;BikePerformance / Fahrleistung;18;68;0,1,2,3,7;0F-3C-0F-3C-FF-FF-00-D4-FF-FF-FF-FF-FF-00-00-00-00-00
213067;1786898976780;1506;Trip / Kilometer & Betriebszähler;16;71;7;00-00-1B-B2-00-02-26-54-00-00-02-C5-00-00-00-00
213495;1786898977208;1508;Settings / Licht & Fahrstufe;17;71;3;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
213697;1786898977410;1509;BatteryChange / Akku-Livestand;11;71;0,1,5,6,9,10;1B-58-FF-FF-46-BD-D8-00-00-01-86
213913;1786898977626;150A;MotorUpdate / Motor-Livestand;10;71;0,1;1B-58-FF-FF-FF-FF-FF-FF-FF-FF
214114;1786898977827;150B;Motor-/Controllerblock;20;71;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
214326;1786898978039;150D;Fahrstatistik Max/Ø;20;71;–;00-DA-00-9E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
215363;1786898979076;1502;Akkuinformationen;16;71;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
215790;1786898979503;1505;BikePerformance / Fahrleistung;18;69;0,1,2,3,7;0B-7C-0B-7C-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
215991;1786898979704;1506;Trip / Kilometer & Betriebszähler;16;72;7;00-00-1B-B2-00-02-26-57-00-00-02-C5-00-00-00-00
216408;1786898980121;1508;Settings / Licht & Fahrstufe;17;72;3;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
216623;1786898980336;1509;BatteryChange / Akku-Livestand;11;72;5,6,10;1B-58-FF-FF-46-BE-A0-00-00-01-55
216825;1786898980538;150A;MotorUpdate / Motor-Livestand;10;72;–;1B-58-FF-FF-FF-FF-FF-FF-FF-FF
217040;1786898980753;150B;Motor-/Controllerblock;20;72;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
217241;1786898980954;150D;Fahrstatistik Max/Ø;20;72;–;00-DA-00-9E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
218286;1786898981999;1502;Akkuinformationen;16;72;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
218702;1786898982415;1505;BikePerformance / Fahrleistung;18;70;1,3;0B-68-0B-68-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
218916;1786898982629;1506;Trip / Kilometer & Betriebszähler;16;73;7;00-00-1B-B2-00-02-26-5A-00-00-02-C5-00-00-00-00
219334;1786898983047;1508;Settings / Licht & Fahrstufe;17;73;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
219536;1786898983249;1509;BatteryChange / Akku-Livestand;11;73;0,1,10;17-70-FF-FF-46-BE-A0-00-00-01-24
219751;1786898983464;150A;MotorUpdate / Motor-Livestand;10;73;0,1;17-70-FF-FF-FF-FF-FF-FF-FF-FF
219965;1786898983678;150B;Motor-/Controllerblock;20;73;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
220166;1786898983879;150D;Fahrstatistik Max/Ø;20;73;–;00-DA-00-9E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
221214;1786898984927;1502;Akkuinformationen;16;73;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
221628;1786898985341;1505;BikePerformance / Fahrleistung;18;71;0,1,2,3;05-C8-05-C8-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00
221832;1786898985545;1506;Trip / Kilometer & Betriebszähler;16;74;7;00-00-1B-B2-00-02-26-5C-00-00-02-C5-00-00-00-00
222258;1786898985971;1508;Settings / Licht & Fahrstufe;17;74;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
222461;1786898986174;1509;BatteryChange / Akku-Livestand;11;74;0,1,5,6,9,10;00-00-FF-FF-46-C1-C0-00-00-00-00
222676;1786898986389;150A;MotorUpdate / Motor-Livestand;10;74;0,1;00-00-FF-FF-FF-FF-FF-FF-FF-FF
222877;1786898986590;150B;Motor-/Controllerblock;20;74;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
223091;1786898986804;150D;Fahrstatistik Max/Ø;20;74;–;00-DA-00-9E-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
224126;1786898987839;1502;Akkuinformationen;16;74;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
224555;1786898988268;1505;BikePerformance / Fahrleistung;18;72;0,1,2,3,7;07-9E-07-9E-FF-FF-00-A6-FF-FF-FF-FF-FF-00-00-00-00-00
224757;1786898988470;1506;Trip / Kilometer & Betriebszähler;16;75;7;00-00-1B-B2-00-02-26-5F-00-00-02-C5-00-00-00-00
225173;1786898988886;1508;Settings / Licht & Fahrstufe;17;75;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
225386;1786898989099;1509;BatteryChange / Akku-Livestand;11;75;5,6;00-00-FF-FF-46-C2-24-00-00-00-00
225589;1786898989302;150A;MotorUpdate / Motor-Livestand;10;75;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
225804;1786898989517;150B;Motor-/Controllerblock;20;75;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
226006;1786898989719;150D;Fahrstatistik Max/Ø;20;75;3;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
227051;1786898990764;1502;Akkuinformationen;16;75;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
227467;1786898991180;1505;BikePerformance / Fahrleistung;18;73;0,1,2,3,7;00-00-00-00-FF-FF-00-95-FF-FF-FF-FF-FF-00-00-00-00-00
227682;1786898991395;1506;Trip / Kilometer & Betriebszähler;16;76;3,7;00-00-1B-B3-00-02-26-62-00-00-02-C5-00-00-00-00
228095;1786898991808;1508;Settings / Licht & Fahrstufe;17;76;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
228300;1786898992013;1509;BatteryChange / Akku-Livestand;11;76;4;00-00-FF-FF-44-C2-24-00-00-00-00
228515;1786898992228;150A;MotorUpdate / Motor-Livestand;10;76;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
228719;1786898992432;150B;Motor-/Controllerblock;20;76;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
228930;1786898992643;150D;Fahrstatistik Max/Ø;20;76;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
229977;1786898993690;1502;Akkuinformationen;16;76;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
230392;1786898994105;1505;BikePerformance / Fahrleistung;18;74;7;00-00-00-00-FF-FF-00-6A-FF-FF-FF-FF-FF-00-00-00-00-00
230595;1786898994308;1506;Trip / Kilometer & Betriebszähler;16;77;7;00-00-1B-B3-00-02-26-65-00-00-02-C5-00-00-00-00
231012;1786898994725;1508;Settings / Licht & Fahrstufe;17;77;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
231224;1786898994937;1509;BatteryChange / Akku-Livestand;11;77;4,6;00-00-FF-FF-43-C2-88-00-00-00-00
231439;1786898995152;150A;MotorUpdate / Motor-Livestand;10;77;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
231643;1786898995356;150B;Motor-/Controllerblock;20;77;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
231853;1786898995566;150D;Fahrstatistik Max/Ø;20;77;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
232890;1786898996603;1502;Akkuinformationen;16;77;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
233316;1786898997029;1505;BikePerformance / Fahrleistung;18;75;0,1,2,3,7;01-EA-01-EA-FF-FF-00-65-FF-FF-FF-FF-FF-00-00-00-00-00
233519;1786898997232;1506;Trip / Kilometer & Betriebszähler;16;78;7;00-00-1B-B3-00-02-26-68-00-00-02-C5-00-00-00-00
233933;1786898997646;1508;Settings / Licht & Fahrstufe;17;78;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
234150;1786898997863;1509;BatteryChange / Akku-Livestand;11;78;4;00-00-FF-FF-46-C2-88-00-00-00-00
234353;1786898998066;150A;MotorUpdate / Motor-Livestand;10;78;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
234566;1786898998279;150B;Motor-/Controllerblock;20;78;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
234768;1786898998481;150D;Fahrstatistik Max/Ø;20;78;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
235815;1786898999528;1502;Akkuinformationen;16;78;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
236231;1786898999944;1505;BikePerformance / Fahrleistung;18;76;0,1,2,3,7;00-00-00-00-FF-FF-00-4D-FF-FF-FF-FF-FF-00-00-00-00-00
236446;1786899000159;1506;Trip / Kilometer & Betriebszähler;16;79;7;00-00-1B-B3-00-02-26-6B-00-00-02-C5-00-00-00-00
236861;1786899000574;1508;Settings / Licht & Fahrstufe;17;79;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
237063;1786899000776;1509;BatteryChange / Akku-Livestand;11;79;6;00-00-FF-FF-46-C2-EC-00-00-00-00
237277;1786899000990;150A;MotorUpdate / Motor-Livestand;10;79;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
237479;1786899001192;150B;Motor-/Controllerblock;20;79;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
237694;1786899001407;150D;Fahrstatistik Max/Ø;20;79;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
238740;1786899002453;1502;Akkuinformationen;16;79;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
239159;1786899002872;1505;BikePerformance / Fahrleistung;18;77;0,1,2,3,7;03-DE-03-DE-FF-FF-00-52-FF-FF-FF-FF-FF-00-00-00-00-00
239360;1786899003073;1506;Trip / Kilometer & Betriebszähler;16;80;7;00-00-1B-B3-00-02-26-6E-00-00-02-C5-00-00-00-00
239775;1786899003488;1508;Settings / Licht & Fahrstufe;17;80;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
239990;1786899003703;1509;BatteryChange / Akku-Livestand;11;80;–;00-00-FF-FF-46-C2-EC-00-00-00-00
240204;1786899003917;150A;MotorUpdate / Motor-Livestand;10;80;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
240408;1786899004121;150B;Motor-/Controllerblock;20;80;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
240618;1786899004331;150D;Fahrstatistik Max/Ø;20;80;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
241654;1786899005367;1502;Akkuinformationen;16;80;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
242083;1786899005796;1505;BikePerformance / Fahrleistung;18;78;0,1,2,3,7;00-00-00-00-FF-FF-00-58-FF-FF-FF-FF-FF-00-00-00-00-00
242286;1786899005999;1506;Trip / Kilometer & Betriebszähler;16;81;7;00-00-1B-B3-00-02-26-71-00-00-02-C5-00-00-00-00
242700;1786899006413;1508;Settings / Licht & Fahrstufe;17;81;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
242915;1786899006628;1509;BatteryChange / Akku-Livestand;11;81;–;00-00-FF-FF-46-C2-EC-00-00-00-00
243116;1786899006829;150A;MotorUpdate / Motor-Livestand;10;81;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
243329;1786899007042;150B;Motor-/Controllerblock;20;81;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
243534;1786899007247;150D;Fahrstatistik Max/Ø;20;81;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
244579;1786899008292;1502;Akkuinformationen;16;81;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
244993;1786899008706;1505;BikePerformance / Fahrleistung;18;79;7;00-00-00-00-FF-FF-00-52-FF-FF-FF-FF-FF-00-00-00-00-00
245209;1786899008922;1506;Trip / Kilometer & Betriebszähler;16;82;7;00-00-1B-B3-00-02-26-74-00-00-02-C5-00-00-00-00
245625;1786899009338;1508;Settings / Licht & Fahrstufe;17;82;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
245830;1786899009543;1509;BatteryChange / Akku-Livestand;11;82;5,6;00-00-FF-FF-46-C3-50-00-00-00-00
246043;1786899009756;150A;MotorUpdate / Motor-Livestand;10;82;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
246244;1786899009957;150B;Motor-/Controllerblock;20;82;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
246470;1786899010183;150D;Fahrstatistik Max/Ø;20;82;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
247506;1786899011219;1502;Akkuinformationen;16;82;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
247921;1786899011634;1505;BikePerformance / Fahrleistung;18;80;0,1,2,3,7;05-C8-05-C8-FF-FF-00-28-FF-FF-FF-FF-FF-00-00-00-00-00
248123;1786899011836;1506;Trip / Kilometer & Betriebszähler;16;83;7;00-00-1B-B3-00-02-26-77-00-00-02-C5-00-00-00-00
248540;1786899012253;1508;Settings / Licht & Fahrstufe;17;83;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
248754;1786899012467;1509;BatteryChange / Akku-Livestand;11;83;–;00-00-FF-FF-46-C3-50-00-00-00-00
248966;1786899012679;150A;MotorUpdate / Motor-Livestand;10;83;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
249169;1786899012882;150B;Motor-/Controllerblock;20;83;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
249386;1786899013099;150D;Fahrstatistik Max/Ø;20;83;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
250420;1786899014133;1502;Akkuinformationen;16;83;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
250849;1786899014562;1505;BikePerformance / Fahrleistung;18;81;0,1,2,3,7;00-00-00-00-FF-FF-00-1B-FF-FF-FF-FF-FF-00-00-00-00-00
251049;1786899014762;1506;Trip / Kilometer & Betriebszähler;16;84;7;00-00-1B-B3-00-02-26-7A-00-00-02-C5-00-00-00-00
251464;1786899015177;1508;Settings / Licht & Fahrstufe;17;84;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
251678;1786899015391;1509;BatteryChange / Akku-Livestand;11;84;–;00-00-FF-FF-46-C3-50-00-00-00-00
251881;1786899015594;150A;MotorUpdate / Motor-Livestand;10;84;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
252095;1786899015808;150B;Motor-/Controllerblock;20;84;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
252298;1786899016011;150D;Fahrstatistik Max/Ø;20;84;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
253344;1786899017057;1502;Akkuinformationen;16;84;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
253758;1786899017471;1505;BikePerformance / Fahrleistung;18;82;7;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
253974;1786899017687;1506;Trip / Kilometer & Betriebszähler;16;85;7;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
254392;1786899018105;1508;Settings / Licht & Fahrstufe;17;85;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
254593;1786899018306;1509;BatteryChange / Akku-Livestand;11;85;–;00-00-FF-FF-46-C3-50-00-00-00-00
254806;1786899018519;150A;MotorUpdate / Motor-Livestand;10;85;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
255021;1786899018734;150B;Motor-/Controllerblock;20;85;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
255227;1786899018940;150D;Fahrstatistik Max/Ø;20;85;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
256271;1786899019984;1502;Akkuinformationen;16;85;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
256683;1786899020396;1505;BikePerformance / Fahrleistung;18;83;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
256888;1786899020601;1506;Trip / Kilometer & Betriebszähler;16;86;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
257315;1786899021028;1508;Settings / Licht & Fahrstufe;17;86;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
257516;1786899021229;1509;BatteryChange / Akku-Livestand;11;86;–;00-00-FF-FF-46-C3-50-00-00-00-00
257730;1786899021443;150A;MotorUpdate / Motor-Livestand;10;86;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
257934;1786899021647;150B;Motor-/Controllerblock;20;86;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
258150;1786899021863;150D;Fahrstatistik Max/Ø;20;86;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
259184;1786899022897;1502;Akkuinformationen;16;86;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
259609;1786899023322;1505;BikePerformance / Fahrleistung;18;84;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
259813;1786899023526;1506;Trip / Kilometer & Betriebszähler;16;87;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
260228;1786899023941;1508;Settings / Licht & Fahrstufe;17;87;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
260443;1786899024156;1509;BatteryChange / Akku-Livestand;11;87;–;00-00-FF-FF-46-C3-50-00-00-00-00
260645;1786899024358;150A;MotorUpdate / Motor-Livestand;10;87;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
260860;1786899024573;150B;Motor-/Controllerblock;20;87;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
261059;1786899024772;150D;Fahrstatistik Max/Ø;20;87;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
262109;1786899025822;1502;Akkuinformationen;16;87;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
262525;1786899026238;1505;BikePerformance / Fahrleistung;18;85;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
262736;1786899026449;1506;Trip / Kilometer & Betriebszähler;16;88;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
263153;1786899026866;1508;Settings / Licht & Fahrstufe;17;88;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
263356;1786899027069;1509;BatteryChange / Akku-Livestand;11;88;–;00-00-FF-FF-46-C3-50-00-00-00-00
263569;1786899027282;150A;MotorUpdate / Motor-Livestand;10;88;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
263785;1786899027498;150B;Motor-/Controllerblock;20;88;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
263989;1786899027702;150D;Fahrstatistik Max/Ø;20;88;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
265033;1786899028746;1502;Akkuinformationen;16;88;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
265449;1786899029162;1505;BikePerformance / Fahrleistung;18;86;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
265652;1786899029365;1506;Trip / Kilometer & Betriebszähler;16;89;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
266084;1786899029797;1508;Settings / Licht & Fahrstufe;17;89;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
266283;1786899029996;1509;BatteryChange / Akku-Livestand;11;89;–;00-00-FF-FF-46-C3-50-00-00-00-00
266498;1786899030211;150A;MotorUpdate / Motor-Livestand;10;89;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
266698;1786899030411;150B;Motor-/Controllerblock;20;89;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
266913;1786899030626;150D;Fahrstatistik Max/Ø;20;89;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
267947;1786899031660;1502;Akkuinformationen;16;89;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
268375;1786899032088;1505;BikePerformance / Fahrleistung;18;87;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
268576;1786899032289;1506;Trip / Kilometer & Betriebszähler;16;90;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
268991;1786899032704;1508;Settings / Licht & Fahrstufe;17;90;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
269206;1786899032919;1509;BatteryChange / Akku-Livestand;11;90;6;00-00-FF-FF-46-C3-B4-00-00-00-00
269408;1786899033121;150A;MotorUpdate / Motor-Livestand;10;90;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
269625;1786899033338;150B;Motor-/Controllerblock;20;90;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
269824;1786899033537;150D;Fahrstatistik Max/Ø;20;90;–;00-DA-00-A2-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
270872;1786899034585;1502;Akkuinformationen;16;90;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
271288;1786899035001;1505;BikePerformance / Fahrleistung;18;88;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
271504;1786899035217;1506;Trip / Kilometer & Betriebszähler;16;91;–;00-00-1B-B3-00-02-26-7B-00-00-02-C5-00-00-00-00
271918;1786899035631;1508;Settings / Licht & Fahrstufe;17;91;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
272122;1786899035835;1509;BatteryChange / Akku-Livestand;11;91;6;00-00-FF-FF-46-C3-50-00-00-00-00
272336;1786899036049;150A;MotorUpdate / Motor-Livestand;10;91;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
272549;1786899036262;150B;Motor-/Controllerblock;20;91;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
