relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex
989763;1786646568133;1504;Firmware-ID;19;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18;42-49-4B-45-5F-30-31-32-33-34-35-36-37-38-39-35-3D-14-01
989855;1786646568225;1505;BikePerformance / Fahrleistung;18;2;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
990061;1786646568431;1506;Trip / Kilometer & Betriebszähler;16;2;–;00-00-1B-A6-00-02-25-1B-00-00-02-C3-00-00-00-00
990415;1786646568785;1505;BikePerformance / Fahrleistung;18;3;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
990472;1786646568842;1508;Settings / Licht & Fahrstufe;17;2;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
990687;1786646569057;1509;BatteryChange / Akku-Livestand;11;2;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
990890;1786646569260;150A;MotorUpdate / Motor-Livestand;10;2;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
991069;1786646569439;1506;Trip / Kilometer & Betriebszähler;16;3;–;00-00-1B-A6-00-02-25-1B-00-00-02-C3-00-00-00-00
991103;1786646569473;150B;Motor-/Controllerblock;20;2;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
991306;1786646569676;150D;Zweite Fahrstatistik;20;2;–;00-DA-00-CC-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
991721;1786646570091;1507;Stats / Gesamtfahrdaten;8;1;0,1,2,3,4,5,6,7;FF-FF-FF-FF-00-DA-00-CC
992354;1786646570724;1502;Akkuinformationen;16;4;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00
992384;1786646570754;1508;Settings / Licht & Fahrstufe;16;3;16;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00
992768;1786646571138;1505;BikePerformance / Fahrleistung;18;4;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00
992972;1786646571342;1506;Trip / Kilometer & Betriebszähler;16;4;–;00-00-1B-A6-00-02-25-1B-00-00-02-C3-00-00-00-00
993037;1786646571407;1509;BatteryChange / Akku-Livestand;11;3;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
993388;1786646571758;1508;Settings / Licht & Fahrstufe;17;4;16;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00
993602;1786646571972;1509;BatteryChange / Akku-Livestand;11;4;–;00-00-FF-FF-4B-C5-A8-00-00-00-00
993700;1786646572070;150A;MotorUpdate / Motor-Livestand;10;3;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
993807;1786646572177;150A;MotorUpdate / Motor-Livestand;10;4;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF
994021;1786646572391;150B;Motor-/Controllerblock;20;3;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
994235;1786646572605;150D;Zweite Fahrstatistik;20;3;–;00-DA-00-CC-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00
994355;1786646572725;150B;Motor-/Controllerblock;20;4;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF
995007;1786646573377;150C;BatteryCellUpdate / Zell- & Temperaturdaten;13;1;0,1,2,3,4,5,6,7,8,9,10,11,12;FF-FF-FF-80-00-80-00-80-00-00-00-00-00
