relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;payload_sha256;public_redaction
12312;1786641446335;150B;Motor-/Controllerblock;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
12541;1786641446564;150D;Zweite Fahrstatistik;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
12591;1786641446614;1502;Akkuinformationen;16;2;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
13244;1786641447267;1503;Motor-/Controllerinformationen;2;1;0,1;00-00;;
13571;1786641447594;1502;Akkuinformationen;16;3;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
13912;1786641447935;1504;Firmware-ID;19;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18;;4e07d6e11ce50a4fe1ae8e5a809265a5f7ec456e886854ff5619eaccd09e46ac;identity_or_free_form
13977;1786641448000;1505;BikePerformance / Fahrleistung;18;2;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
14191;1786641448214;1506;Trip / Kilometer & Betriebszähler;16;2;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
14560;1786641448583;1505;BikePerformance / Fahrleistung;18;3;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
14606;1786641448629;1508;Settings / Licht & Fahrstufe;17;2;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
14821;1786641448844;1509;BatteryChange / Akku-Livestand;11;2;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
15033;1786641449056;150A;MotorUpdate / Motor-Livestand;10;2;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
15201;1786641449224;1506;Trip / Kilometer & Betriebszähler;16;3;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
15235;1786641449258;150B;Motor-/Controllerblock;20;2;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
15447;1786641449470;150D;Zweite Fahrstatistik;20;2;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
15889;1786641449912;1507;Stats / Gesamtfahrdaten;8;1;0,1,2,3,4,5,6,7;FF-FF-FF-FF-00-00-00-00;;
16507;1786641450530;1502;Akkuinformationen;16;4;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
16518;1786641450541;1508;Settings / Licht & Fahrstufe;16;3;16;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00;;
16904;1786641450927;1505;BikePerformance / Fahrleistung;18;4;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
17118;1786641451141;1506;Trip / Kilometer & Betriebszähler;16;4;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
17159;1786641451182;1509;BatteryChange / Akku-Livestand;11;3;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
17534;1786641451557;1508;Settings / Licht & Fahrstufe;17;4;16;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
17736;1786641451759;1509;BatteryChange / Akku-Livestand;11;4;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
17813;1786641451836;150A;MotorUpdate / Motor-Livestand;10;3;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
17954;1786641451977;150A;MotorUpdate / Motor-Livestand;10;4;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
18151;1786641452174;150B;Motor-/Controllerblock;20;3;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
18367;1786641452390;150D;Zweite Fahrstatistik;20;3;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
18475;1786641452498;150B;Motor-/Controllerblock;20;4;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
19152;1786641453175;150C;BatteryCellUpdate / Zell- & Temperaturdaten;13;1;0,1,2,3,4,5,6,7,8,9,10,11,12;FF-FF-FF-80-00-80-00-80-00-00-00-00-00;;
19414;1786641453437;1502;Akkuinformationen;16;5;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
19781;1786641453804;150D;Zweite Fahrstatistik;20;4;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
19826;1786641453849;1505;BikePerformance / Fahrleistung;18;5;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
20031;1786641454054;1506;Trip / Kilometer & Betriebszähler;16;5;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
20433;1786641454456;150E;Unbekannter Kanal;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00;;
20444;1786641454467;1508;Settings / Licht & Fahrstufe;17;5;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
20660;1786641454683;1509;BatteryChange / Akku-Livestand;11;5;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
20866;1786641454889;150A;MotorUpdate / Motor-Livestand;10;5;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
21076;1786641455099;150B;Motor-/Controllerblock;20;5;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
21085;1786641455108;150F;Unbekannter Kanal;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00;;
21289;1786641455312;150D;Zweite Fahrstatistik;20;5;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
21738;1786641455761;1510;Unbekannter Kanal;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00;;
22325;1786641456348;1502;Akkuinformationen;16;6;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
22402;1786641456425;1511;Unbekannter Kanal;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;;ddbb9244acf8127793a84541964b8caae120eaef045f4f997bbdaa6a2295bb67;identity_or_free_form
22743;1786641456766;1505;BikePerformance / Fahrleistung;18;6;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
22955;1786641456978;1506;Trip / Kilometer & Betriebszähler;16;6;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
23054;1786641457077;1512;Unbekannter Kanal;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00;;
23372;1786641457395;1508;Settings / Licht & Fahrstufe;17;6;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
23586;1786641457609;1509;BatteryChange / Akku-Livestand;11;6;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
23741;1786641457764;1513;Unbekannter Kanal;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;;ddbb9244acf8127793a84541964b8caae120eaef045f4f997bbdaa6a2295bb67;identity_or_free_form
23786;1786641457809;150A;MotorUpdate / Motor-Livestand;10;6;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
24002;1786641458025;150B;Motor-/Controllerblock;20;6;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
24206;1786641458229;150D;Zweite Fahrstatistik;20;6;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
24372;1786641458395;151C;Unbekannter Kanal;10;1;0,1,2,3,4,5,6,7,8,9;FF-00-00-00-00-00-00-00-00-00;;
25034;1786641459057;1802;Unbekannter Kanal;20;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;;161660a64e88a397a33d90c876888717a0e1f7735754b0fbec20ad3d762038ba;identity_or_free_form
25465;1786641459488;1502;Akkuinformationen;16;7;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
25664;1786641459687;0203;Unbekannter Kanal;1;1;0;00;;
25880;1786641459903;1505;BikePerformance / Fahrleistung;18;7;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
26082;1786641460105;1506;Trip / Kilometer & Betriebszähler;16;7;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
26499;1786641460522;1508;Settings / Licht & Fahrstufe;17;7;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
26711;1786641460734;1509;BatteryChange / Akku-Livestand;11;7;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
26914;1786641460937;150A;MotorUpdate / Motor-Livestand;10;7;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
27126;1786641461149;150B;Motor-/Controllerblock;20;7;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
27341;1786641461364;150D;Zweite Fahrstatistik;20;7;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
28377;1786641462400;1502;Akkuinformationen;16;8;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
28795;1786641462818;1505;BikePerformance / Fahrleistung;18;8;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
29007;1786641463030;1506;Trip / Kilometer & Betriebszähler;16;8;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
29427;1786641463450;1508;Settings / Licht & Fahrstufe;17;8;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
29642;1786641463665;1509;BatteryChange / Akku-Livestand;11;8;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
29840;1786641463863;150A;MotorUpdate / Motor-Livestand;10;8;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
30056;1786641464079;150B;Motor-/Controllerblock;20;8;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
30259;1786641464282;150D;Zweite Fahrstatistik;20;8;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
31301;1786641465324;1502;Akkuinformationen;16;9;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
31717;1786641465740;1505;BikePerformance / Fahrleistung;18;9;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
31931;1786641465954;1506;Trip / Kilometer & Betriebszähler;16;9;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
32348;1786641466371;1508;Settings / Licht & Fahrstufe;17;9;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
32550;1786641466573;1509;BatteryChange / Akku-Livestand;11;9;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
32765;1786641466788;150A;MotorUpdate / Motor-Livestand;10;9;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
32966;1786641466989;150B;Motor-/Controllerblock;20;9;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
33181;1786641467204;150D;Zweite Fahrstatistik;20;9;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
34226;1786641468249;1502;Akkuinformationen;16;10;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
34647;1786641468670;1505;BikePerformance / Fahrleistung;18;10;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
34846;1786641468869;1506;Trip / Kilometer & Betriebszähler;16;10;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
35261;1786641469284;1508;Settings / Licht & Fahrstufe;17;10;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
35477;1786641469500;1509;BatteryChange / Akku-Livestand;11;10;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
35679;1786641469702;150A;MotorUpdate / Motor-Livestand;10;10;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
35893;1786641469916;150B;Motor-/Controllerblock;20;10;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
36108;1786641470131;150D;Zweite Fahrstatistik;20;10;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
37141;1786641471164;1502;Akkuinformationen;16;11;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
37558;1786641471581;1505;BikePerformance / Fahrleistung;18;11;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
37770;1786641471793;1506;Trip / Kilometer & Betriebszähler;16;11;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
38185;1786641472208;1508;Settings / Licht & Fahrstufe;17;11;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
38414;1786641472437;1509;BatteryChange / Akku-Livestand;11;11;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
38614;1786641472637;150A;MotorUpdate / Motor-Livestand;10;11;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
38818;1786641472841;150B;Motor-/Controllerblock;20;11;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
39020;1786641473043;150D;Zweite Fahrstatistik;20;11;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
40067;1786641474090;1502;Akkuinformationen;16;12;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
40482;1786641474505;1505;BikePerformance / Fahrleistung;18;12;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
40700;1786641474723;1506;Trip / Kilometer & Betriebszähler;16;12;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
41115;1786641475138;1508;Settings / Licht & Fahrstufe;17;12;3;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
41326;1786641475349;1509;BatteryChange / Akku-Livestand;11;12;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
41529;1786641475552;150A;MotorUpdate / Motor-Livestand;10;12;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
41767;1786641475790;150B;Motor-/Controllerblock;20;12;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
41945;1786641475968;150D;Zweite Fahrstatistik;20;12;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
42993;1786641477016;1502;Akkuinformationen;16;13;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
43478;1786641477501;1505;BikePerformance / Fahrleistung;18;13;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
43611;1786641477634;1506;Trip / Kilometer & Betriebszähler;16;13;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
44041;1786641478064;1508;Settings / Licht & Fahrstufe;17;13;3;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
44241;1786641478264;1509;BatteryChange / Akku-Livestand;11;13;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
44443;1786641478466;150A;MotorUpdate / Motor-Livestand;10;13;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
44658;1786641478681;150B;Motor-/Controllerblock;20;13;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
44871;1786641478894;150D;Zweite Fahrstatistik;20;13;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
45917;1786641479940;1502;Akkuinformationen;16;14;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
46344;1786641480367;1505;BikePerformance / Fahrleistung;18;14;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
46537;1786641480560;1506;Trip / Kilometer & Betriebszähler;16;14;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
46952;1786641480975;1508;Settings / Licht & Fahrstufe;17;14;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
47176;1786641481199;1509;BatteryChange / Akku-Livestand;11;14;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
47368;1786641481391;150A;MotorUpdate / Motor-Livestand;10;14;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
47594;1786641481617;150B;Motor-/Controllerblock;20;14;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
47782;1786641481805;150D;Zweite Fahrstatistik;20;14;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
48829;1786641482852;1502;Akkuinformationen;16;15;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
49259;1786641483282;1505;BikePerformance / Fahrleistung;18;15;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
49460;1786641483483;1506;Trip / Kilometer & Betriebszähler;16;15;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
49878;1786641483901;1508;Settings / Licht & Fahrstufe;17;15;3;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
50080;1786641484103;1509;BatteryChange / Akku-Livestand;11;15;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
50293;1786641484316;150A;MotorUpdate / Motor-Livestand;10;15;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
50508;1786641484531;150B;Motor-/Controllerblock;20;15;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
50710;1786641484733;150D;Zweite Fahrstatistik;20;15;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
51756;1786641485779;1502;Akkuinformationen;16;16;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
52174;1786641486197;1505;BikePerformance / Fahrleistung;18;16;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
52397;1786641486420;1506;Trip / Kilometer & Betriebszähler;16;16;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
52815;1786641486838;1508;Settings / Licht & Fahrstufe;17;16;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
53004;1786641487027;1509;BatteryChange / Akku-Livestand;11;16;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
53228;1786641487251;150A;MotorUpdate / Motor-Livestand;10;16;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
53420;1786641487443;150B;Motor-/Controllerblock;20;16;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
53647;1786641487670;150D;Zweite Fahrstatistik;20;16;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
54714;1786641488737;1502;Akkuinformationen;16;17;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
55110;1786641489133;1505;BikePerformance / Fahrleistung;18;17;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
55321;1786641489344;1506;Trip / Kilometer & Betriebszähler;16;17;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
55716;1786641489739;1508;Settings / Licht & Fahrstufe;17;17;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
55940;1786641489963;1509;BatteryChange / Akku-Livestand;11;17;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
56133;1786641490156;150A;MotorUpdate / Motor-Livestand;10;17;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
56357;1786641490380;150B;Motor-/Controllerblock;20;17;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
56562;1786641490585;150D;Zweite Fahrstatistik;20;17;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
57606;1786641491629;1502;Akkuinformationen;16;18;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
58022;1786641492045;1505;BikePerformance / Fahrleistung;18;18;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
58269;1786641492292;1506;Trip / Kilometer & Betriebszähler;16;18;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
58640;1786641492663;1508;Settings / Licht & Fahrstufe;17;18;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
58854;1786641492877;1509;BatteryChange / Akku-Livestand;11;18;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
59056;1786641493079;150A;MotorUpdate / Motor-Livestand;10;18;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
59282;1786641493305;150B;Motor-/Controllerblock;20;18;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
59497;1786641493520;150D;Zweite Fahrstatistik;20;18;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
60517;1786641494540;1502;Akkuinformationen;16;19;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
60934;1786641494957;1505;BikePerformance / Fahrleistung;18;19;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
61162;1786641495185;1506;Trip / Kilometer & Betriebszähler;16;19;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
61586;1786641495609;1508;Settings / Licht & Fahrstufe;17;19;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
61767;1786641495790;1509;BatteryChange / Akku-Livestand;11;19;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
61995;1786641496018;150A;MotorUpdate / Motor-Livestand;10;19;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
62196;1786641496219;150B;Motor-/Controllerblock;20;19;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
62397;1786641496420;150D;Zweite Fahrstatistik;20;19;–;00-00-00-00-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
63457;1786641497480;1502;Akkuinformationen;16;20;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
63882;1786641497905;1505;BikePerformance / Fahrleistung;18;20;–;00-00-00-00-FF-FF-00-00-FF-FF-FF-FF-FF-00-00-00-00-00;;
64063;1786641498086;1506;Trip / Kilometer & Betriebszähler;16;20;–;00-00-1B-55-00-02-1F-62-00-00-02-BB-00-00-00-00;;
64490;1786641498513;1508;Settings / Licht & Fahrstufe;17;20;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
64692;1786641498715;1509;BatteryChange / Akku-Livestand;11;20;–;00-00-FF-FF-64-CF-D0-00-00-00-00;;
64908;1786641498931;150A;MotorUpdate / Motor-Livestand;10;20;–;00-00-FF-FF-FF-FF-FF-FF-FF-FF;;
