relative_ms;timestamp_ms;channel;meaning;length;packet_no;changed_bytes;hex;payload_sha256;public_redaction
541551;1786641975574;150A;MotorUpdate / Motor-Livestand;10;184;0,1;07-D0-FF-FF-FF-FF-FF-FF-FF-FF;;
541753;1786641975776;150B;Motor-/Controllerblock;20;184;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
541967;1786641975990;150D;Zweite Fahrstatistik;20;184;–;00-DA-00-B9-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
543014;1786641977037;1502;Akkuinformationen;16;185;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
543429;1786641977452;1505;BikePerformance / Fahrleistung;18;185;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17;;c731f922c864db5014403d5303b06371032ae39c2dc3f73725b4e84b64c756e5;identity_or_free_form
543646;1786641977669;1506;Trip / Kilometer & Betriebszähler;16;185;3,7;00-00-1B-65-00-02-20-98-00-00-02-BD-00-00-00-00;;
544060;1786641978083;1508;Settings / Licht & Fahrstufe;17;185;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
544273;1786641978296;1509;BatteryChange / Akku-Livestand;11;185;0,1,5,6,9,10;17-70-FF-FF-5B-C8-00-00-00-01-33;;
544475;1786641978498;150A;MotorUpdate / Motor-Livestand;10;185;0,1;1B-58-FF-FF-FF-FF-FF-FF-FF-FF;;
544690;1786641978713;150B;Motor-/Controllerblock;20;185;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
544893;1786641978916;150D;Zweite Fahrstatistik;20;185;3;00-DA-00-BA-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
545938;1786641979961;1502;Akkuinformationen;16;186;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
546355;1786641980378;1505;BikePerformance / Fahrleistung;18;186;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17;0C-12-0C-12-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
546569;1786641980592;1506;Trip / Kilometer & Betriebszähler;16;186;7;00-00-1B-65-00-02-20-9B-00-00-02-BD-00-00-00-00;;
546984;1786641981007;1508;Settings / Licht & Fahrstufe;17;186;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
547189;1786641981212;1509;BatteryChange / Akku-Livestand;11;186;0,1,5,6,10;13-88-FF-FF-5B-C9-2C-00-00-01-01;;
547402;1786641981425;150A;MotorUpdate / Motor-Livestand;10;186;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
547603;1786641981626;150B;Motor-/Controllerblock;20;186;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
547818;1786641981841;150D;Zweite Fahrstatistik;20;186;–;00-DA-00-BA-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
548864;1786641982887;1502;Akkuinformationen;16;187;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
549279;1786641983302;1505;BikePerformance / Fahrleistung;18;187;0,1,2,3;0A-0A-0A-0A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
549481;1786641983504;1506;Trip / Kilometer & Betriebszähler;16;187;7;00-00-1B-65-00-02-20-9E-00-00-02-BD-00-00-00-00;;
549913;1786641983936;1508;Settings / Licht & Fahrstufe;17;187;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
550113;1786641984136;1509;BatteryChange / Akku-Livestand;11;187;0,1,6,9,10;07-D0-FF-FF-5B-C9-F4-00-00-00-67;;
550326;1786641984349;150A;MotorUpdate / Motor-Livestand;10;187;0,1;07-D0-FF-FF-FF-FF-FF-FF-FF-FF;;
550528;1786641984551;150B;Motor-/Controllerblock;20;187;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
550741;1786641984764;150D;Zweite Fahrstatistik;20;187;–;00-DA-00-BA-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
551791;1786641985814;1502;Akkuinformationen;16;188;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
552207;1786641986230;1505;BikePerformance / Fahrleistung;18;188;–;0A-0A-0A-0A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
552409;1786641986432;1506;Trip / Kilometer & Betriebszähler;16;188;7;00-00-1B-65-00-02-20-A1-00-00-02-BD-00-00-00-00;;
552822;1786641986845;1508;Settings / Licht & Fahrstufe;17;188;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
553038;1786641987061;1509;BatteryChange / Akku-Livestand;11;188;0,1,6,10;0F-A0-FF-FF-5B-C9-90-00-00-00-CE;;
553242;1786641987265;150A;MotorUpdate / Motor-Livestand;10;188;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
553454;1786641987477;150B;Motor-/Controllerblock;20;188;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
553668;1786641987691;150D;Zweite Fahrstatistik;20;188;–;00-DA-00-BA-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
554702;1786641988725;1502;Akkuinformationen;16;189;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
555131;1786641989154;1505;BikePerformance / Fahrleistung;18;189;0,1,2,3;08-0C-08-0C-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
555335;1786641989358;1506;Trip / Kilometer & Betriebszähler;16;189;7;00-00-1B-65-00-02-20-A4-00-00-02-BD-00-00-00-00;;
555751;1786641989774;1508;Settings / Licht & Fahrstufe;17;189;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
555962;1786641989985;1509;BatteryChange / Akku-Livestand;11;189;–;0F-A0-FF-FF-5B-C9-90-00-00-00-CE;;
556166;1786641990189;150A;MotorUpdate / Motor-Livestand;10;189;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF;;
556379;1786641990402;150B;Motor-/Controllerblock;20;189;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
556581;1786641990604;150D;Zweite Fahrstatistik;20;189;–;00-DA-00-BA-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
557627;1786641991650;1502;Akkuinformationen;16;190;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
558046;1786641992069;1505;BikePerformance / Fahrleistung;18;190;0,1,2,3;0A-0A-0A-0A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
558258;1786641992281;1506;Trip / Kilometer & Betriebszähler;16;190;7;00-00-1B-65-00-02-20-A7-00-00-02-BD-00-00-00-00;;
558675;1786641992698;1508;Settings / Licht & Fahrstufe;17;190;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
558887;1786641992910;1509;BatteryChange / Akku-Livestand;11;190;0,1,5,6,9,10;13-88-FF-FF-5B-C8-C8-00-00-01-01;;
559092;1786641993115;150A;MotorUpdate / Motor-Livestand;10;190;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
559303;1786641993326;150B;Motor-/Controllerblock;20;190;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
559507;1786641993530;150D;Zweite Fahrstatistik;20;190;–;00-DA-00-BA-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
560551;1786641994574;1502;Akkuinformationen;16;191;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
560969;1786641994992;1505;BikePerformance / Fahrleistung;18;191;–;0A-0A-0A-0A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
561184;1786641995207;1506;Trip / Kilometer & Betriebszähler;16;191;3,7;00-00-1B-66-00-02-20-AA-00-00-02-BD-00-00-00-00;;
561599;1786641995622;1508;Settings / Licht & Fahrstufe;17;191;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
561813;1786641995836;1509;BatteryChange / Akku-Livestand;11;191;–;13-88-FF-FF-5B-C8-C8-00-00-01-01;;
562017;1786641996040;150A;MotorUpdate / Motor-Livestand;10;191;–;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
562230;1786641996253;150B;Motor-/Controllerblock;20;191;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
562433;1786641996456;150D;Zweite Fahrstatistik;20;191;3;00-DA-00-BB-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
563478;1786641997501;1502;Akkuinformationen;16;192;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
563894;1786641997917;1505;BikePerformance / Fahrleistung;18;192;–;0A-0A-0A-0A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
564109;1786641998132;1506;Trip / Kilometer & Betriebszähler;16;192;7;00-00-1B-66-00-02-20-AD-00-00-02-BD-00-00-00-00;;
564524;1786641998547;1508;Settings / Licht & Fahrstufe;17;192;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
564726;1786641998749;1509;BatteryChange / Akku-Livestand;11;192;0,1,5,6,9,10;0F-A0-FF-FF-5B-C9-90-00-00-00-CE;;
564941;1786641998964;150A;MotorUpdate / Motor-Livestand;10;192;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF;;
565143;1786641999166;150B;Motor-/Controllerblock;20;192;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
565356;1786641999379;150D;Zweite Fahrstatistik;20;192;–;00-DA-00-BB-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
566404;1786642000427;1502;Akkuinformationen;16;193;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
566820;1786642000843;1505;BikePerformance / Fahrleistung;18;193;0,1,2,3;08-02-08-02-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
567021;1786642001044;1506;Trip / Kilometer & Betriebszähler;16;193;7;00-00-1B-66-00-02-20-B0-00-00-02-BD-00-00-00-00;;
567438;1786642001461;1508;Settings / Licht & Fahrstufe;17;193;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
567664;1786642001687;1509;BatteryChange / Akku-Livestand;11;193;6,9,10;0F-A0-FF-FF-5B-C9-2C-00-00-01-01;;
567866;1786642001889;150A;MotorUpdate / Motor-Livestand;10;193;–;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF;;
568070;1786642002093;150B;Motor-/Controllerblock;20;193;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
568280;1786642002303;150D;Zweite Fahrstatistik;20;193;–;00-DA-00-BB-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
569329;1786642003352;1502;Akkuinformationen;16;194;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
569747;1786642003770;1505;BikePerformance / Fahrleistung;18;194;–;08-02-08-02-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
569946;1786642003969;1506;Trip / Kilometer & Betriebszähler;16;194;7;00-00-1B-66-00-02-20-B2-00-00-02-BD-00-00-00-00;;
570363;1786642004386;1508;Settings / Licht & Fahrstufe;17;194;3;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
570577;1786642004600;1509;BatteryChange / Akku-Livestand;11;194;9,10;0F-A0-FF-FF-5B-C9-2C-00-00-00-CE;;
570779;1786642004802;150A;MotorUpdate / Motor-Livestand;10;194;–;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF;;
570993;1786642005016;150B;Motor-/Controllerblock;20;194;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
571208;1786642005231;150D;Zweite Fahrstatistik;20;194;–;00-DA-00-BB-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
572243;1786642006266;1502;Akkuinformationen;16;195;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
572669;1786642006692;1505;BikePerformance / Fahrleistung;18;195;0,1,2,3;0A-00-0A-00-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
572872;1786642006895;1506;Trip / Kilometer & Betriebszähler;16;195;7;00-00-1B-66-00-02-20-B5-00-00-02-BD-00-00-00-00;;
573290;1786642007313;1508;Settings / Licht & Fahrstufe;17;195;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
573502;1786642007525;1509;BatteryChange / Akku-Livestand;11;195;–;0F-A0-FF-FF-5B-C9-2C-00-00-00-CE;;
573705;1786642007728;150A;MotorUpdate / Motor-Livestand;10;195;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
573919;1786642007942;150B;Motor-/Controllerblock;20;195;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
574121;1786642008144;150D;Zweite Fahrstatistik;20;195;–;00-DA-00-BB-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
575168;1786642009191;1502;Akkuinformationen;16;196;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
575582;1786642009605;1505;BikePerformance / Fahrleistung;18;196;1,3;0A-0A-0A-0A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
575797;1786642009820;1506;Trip / Kilometer & Betriebszähler;16;196;3,7;00-00-1B-67-00-02-20-B8-00-00-02-BD-00-00-00-00;;
576213;1786642010236;1508;Settings / Licht & Fahrstufe;17;196;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
576427;1786642010450;1509;BatteryChange / Akku-Livestand;11;196;0,1,5,6,9,10;17-70-FF-FF-5B-C8-64-00-00-01-33;;
576629;1786642010652;150A;MotorUpdate / Motor-Livestand;10;196;0,1;17-70-FF-FF-FF-FF-FF-FF-FF-FF;;
576843;1786642010866;150B;Motor-/Controllerblock;20;196;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
577046;1786642011069;150D;Zweite Fahrstatistik;20;196;3;00-DA-00-BD-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
578093;1786642012116;1502;Akkuinformationen;16;197;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
578508;1786642012531;1505;BikePerformance / Fahrleistung;18;197;1,3;0A-00-0A-00-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
578723;1786642012746;1506;Trip / Kilometer & Betriebszähler;16;197;7;00-00-1B-67-00-02-20-BB-00-00-02-BD-00-00-00-00;;
579140;1786642013163;1508;Settings / Licht & Fahrstufe;17;197;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
579342;1786642013365;1509;BatteryChange / Akku-Livestand;11;197;0,1,6,10;13-88-FF-FF-5B-C8-C8-00-00-01-01;;
579556;1786642013579;150A;MotorUpdate / Motor-Livestand;10;197;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
579769;1786642013792;150B;Motor-/Controllerblock;20;197;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
579971;1786642013994;150D;Zweite Fahrstatistik;20;197;–;00-DA-00-BD-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
581017;1786642015040;1502;Akkuinformationen;16;198;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
581434;1786642015457;1505;BikePerformance / Fahrleistung;18;198;1,3;0A-0A-0A-0A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
581649;1786642015672;1506;Trip / Kilometer & Betriebszähler;16;198;7;00-00-1B-67-00-02-20-BE-00-00-02-BD-00-00-00-00;;
582064;1786642016087;1508;Settings / Licht & Fahrstufe;17;198;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
582267;1786642016290;1509;BatteryChange / Akku-Livestand;11;198;0,1,6,10;17-70-FF-FF-5B-C8-64-00-00-01-33;;
582479;1786642016502;150A;MotorUpdate / Motor-Livestand;10;198;0,1;17-70-FF-FF-FF-FF-FF-FF-FF-FF;;
582682;1786642016705;150B;Motor-/Controllerblock;20;198;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
582896;1786642016919;150D;Zweite Fahrstatistik;20;198;–;00-DA-00-BD-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
583941;1786642017964;1502;Akkuinformationen;16;199;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
584357;1786642018380;1505;BikePerformance / Fahrleistung;18;199;–;0A-0A-0A-0A-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
584560;1786642018583;1506;Trip / Kilometer & Betriebszähler;16;199;7;00-00-1B-67-00-02-20-C1-00-00-02-BD-00-00-00-00;;
584976;1786642018999;1508;Settings / Licht & Fahrstufe;17;199;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
585190;1786642019213;1509;BatteryChange / Akku-Livestand;11;199;6;17-70-FF-FF-5B-C8-00-00-00-01-33;;
585394;1786642019417;150A;MotorUpdate / Motor-Livestand;10;199;–;17-70-FF-FF-FF-FF-FF-FF-FF-FF;;
585610;1786642019633;150B;Motor-/Controllerblock;20;199;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
585820;1786642019843;150D;Zweite Fahrstatistik;20;199;–;00-DA-00-BD-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
586877;1786642020900;1502;Akkuinformationen;16;200;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
587294;1786642021317;1505;BikePerformance / Fahrleistung;18;200;1,3;0A-00-0A-00-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
587486;1786642021509;1506;Trip / Kilometer & Betriebszähler;16;200;7;00-00-1B-67-00-02-20-C4-00-00-02-BD-00-00-00-00;;
587902;1786642021925;1508;Settings / Licht & Fahrstufe;17;200;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
588114;1786642022137;1509;BatteryChange / Akku-Livestand;11;200;0,1,6,9,10;0F-A0-FF-FF-5B-C8-C8-00-00-00-CD;;
588329;1786642022352;150A;MotorUpdate / Motor-Livestand;10;200;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF;;
588542;1786642022565;150B;Motor-/Controllerblock;20;200;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
588746;1786642022769;150D;Zweite Fahrstatistik;20;200;–;00-DA-00-BD-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
589782;1786642023805;1502;Akkuinformationen;16;201;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
590196;1786642024219;1505;BikePerformance / Fahrleistung;18;201;0,1,2,3;0B-FE-0B-FE-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
590410;1786642024433;1506;Trip / Kilometer & Betriebszähler;16;201;7;00-00-1B-67-00-02-20-C7-00-00-02-BD-00-00-00-00;;
590829;1786642024852;1508;Settings / Licht & Fahrstufe;17;201;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
591044;1786642025067;1509;BatteryChange / Akku-Livestand;11;201;0,1,5,6,9,10;17-70-FF-FF-5B-C7-9C-00-00-01-32;;
591246;1786642025269;150A;MotorUpdate / Motor-Livestand;10;201;0,1;17-70-FF-FF-FF-FF-FF-FF-FF-FF;;
591458;1786642025481;150B;Motor-/Controllerblock;20;201;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
591662;1786642025685;150D;Zweite Fahrstatistik;20;201;–;00-DA-00-BD-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
592710;1786642026733;1502;Akkuinformationen;16;202;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
593125;1786642027148;1505;BikePerformance / Fahrleistung;18;202;–;0B-FE-0B-FE-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
593337;1786642027360;1506;Trip / Kilometer & Betriebszähler;16;202;3,7;00-00-1B-68-00-02-20-CA-00-00-02-BD-00-00-00-00;;
593755;1786642027778;1508;Settings / Licht & Fahrstufe;17;202;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
593956;1786642027979;1509;BatteryChange / Akku-Livestand;11;202;0,1,5,6,10;13-88-FF-FF-5B-C8-64-00-00-01-00;;
594170;1786642028193;150A;MotorUpdate / Motor-Livestand;10;202;0,1;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
594386;1786642028409;150B;Motor-/Controllerblock;20;202;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
594588;1786642028611;150D;Zweite Fahrstatistik;20;202;3;00-DA-00-BE-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
595631;1786642029654;1502;Akkuinformationen;16;203;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
596049;1786642030072;1505;BikePerformance / Fahrleistung;18;203;0,1,2,3;0A-00-0A-00-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
596261;1786642030284;1506;Trip / Kilometer & Betriebszähler;16;203;7;00-00-1B-68-00-02-20-CD-00-00-02-BD-00-00-00-00;;
596679;1786642030702;1508;Settings / Licht & Fahrstufe;17;203;3;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
596883;1786642030906;1509;BatteryChange / Akku-Livestand;11;203;–;13-88-FF-FF-5B-C8-64-00-00-01-00;;
597095;1786642031118;150A;MotorUpdate / Motor-Livestand;10;203;–;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
597298;1786642031321;150B;Motor-/Controllerblock;20;203;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
597512;1786642031535;150D;Zweite Fahrstatistik;20;203;–;00-DA-00-BE-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
598556;1786642032579;1502;Akkuinformationen;16;204;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
598973;1786642032996;1505;BikePerformance / Fahrleistung;18;204;–;0A-00-0A-00-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
599177;1786642033200;1506;Trip / Kilometer & Betriebszähler;16;204;7;00-00-1B-68-00-02-20-D0-00-00-02-BD-00-00-00-00;;
599592;1786642033615;1508;Settings / Licht & Fahrstufe;17;204;–;00-00-00-01-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
599806;1786642033829;1509;BatteryChange / Akku-Livestand;11;204;6,10;13-88-FF-FF-5B-C8-C8-00-00-01-01;;
600020;1786642034043;150A;MotorUpdate / Motor-Livestand;10;204;–;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
600223;1786642034246;150B;Motor-/Controllerblock;20;204;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
600437;1786642034460;150D;Zweite Fahrstatistik;20;204;–;00-DA-00-BE-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
601483;1786642035506;1502;Akkuinformationen;16;205;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
601899;1786642035922;1505;BikePerformance / Fahrleistung;18;205;0,1,2,3;09-F6-09-F6-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
602101;1786642036124;1506;Trip / Kilometer & Betriebszähler;16;205;7;00-00-1B-68-00-02-20-D3-00-00-02-BD-00-00-00-00;;
602517;1786642036540;1508;Settings / Licht & Fahrstufe;17;205;3;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
602731;1786642036754;1509;BatteryChange / Akku-Livestand;11;205;6,10;13-88-FF-FF-5B-C8-64-00-00-01-00;;
602932;1786642036955;150A;MotorUpdate / Motor-Livestand;10;205;–;13-88-FF-FF-FF-FF-FF-FF-FF-FF;;
603147;1786642037170;150B;Motor-/Controllerblock;20;205;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
603362;1786642037385;150D;Zweite Fahrstatistik;20;205;–;00-DA-00-BE-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-FF-FF-00-00;;
604397;1786642038420;1502;Akkuinformationen;16;206;–;47-18-FF-FF-FF-FF-47-18-FF-FF-FF-FF-FF-FF-00-00;;
604812;1786642038835;1505;BikePerformance / Fahrleistung;18;206;–;09-F6-09-F6-FF-FF-00-DA-FF-FF-FF-FF-FF-00-00-00-00-00;;
605026;1786642039049;1506;Trip / Kilometer & Betriebszähler;16;206;7;00-00-1B-68-00-02-20-D6-00-00-02-BD-00-00-00-00;;
605441;1786642039464;1508;Settings / Licht & Fahrstufe;17;206;–;00-00-00-02-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00;;
605655;1786642039678;1509;BatteryChange / Akku-Livestand;11;206;0,1,5,6;0B-B8-FF-FF-5B-C9-F4-00-00-01-00;;
605858;1786642039881;150A;MotorUpdate / Motor-Livestand;10;206;0,1;0F-A0-FF-FF-FF-FF-FF-FF-FF-FF;;
606072;1786642040095;150B;Motor-/Controllerblock;20;206;–;FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF-FF;;
